,id,name,domain,founded_at,state_code,country_code,entity_type,category_code,funding_total_usd,milestones,industry,size range,current employee estimate,num_employees_bucket,page_rank_value
25925,c:41926,Global Knowledge Training,globalknowledge.com,1995-07-07,NC,USA,Company,enterprise,,2,professional training & coaching,1001 - 5000,1097,1000,1.37295819587916e-06
25926,c:41936,C3 Solutions,c3solutions.com,2000-06-01,,CAN,Company,software,,1,computer software,11 - 50,21,1,1.55371560619754e-08
25927,c:41953,Workshare,workshare.com,1998-01-01,CA,USA,Company,software,55171635,1,computer software,201 - 500,132,50,2.6322780209724497e-07
25928,c:41955,Parkyeri,parkyeri.com,2000-06-01,,TUR,Company,software,,1,information technology and services,11 - 50,5,200,2.1583429671636498e-08
25929,c:41957,AppTrigger,apptrigger.com,2002-01-01,TX,USA,Company,public_relations,21500000,,telecommunications,1 - 10,0,1,8.78168294149379e-08
25930,c:41967,Adayana,adayana.com,2001-01-01,IN,USA,Company,,20000000,,management consulting,51 - 200,50,200,1.6616639348538603e-08
25931,c:41974,Leatherup.com,leatherup.com,1974-03-21,,,Company,ecommerce,,,,1 - 10,0,1,1.51592575514476e-07
25932,c:41976,SiGe Semiconductor,sige.com,1996-01-01,,CAN,Company,semiconductor,28500000,,semiconductors,11 - 50,14,1,1.68084441586983e-08
25933,c:41983,ap16,ap16.com,2006-01-01,,,Company,software,,1,information technology and services,1 - 10,5,1,5.49755396539374e-09
25934,c:4199,Meredith Corporation,meredith.com,1902-01-01,IA,USA,Company,advertising,,2,publishing,1001 - 5000,2179,5000,2.48701012831938e-06
25935,c:41994,Billups Design,billupsdesign.com,2003-07-01,IL,USA,Company,advertising,,2,marketing and advertising,1 - 10,1,1,6.33937968865332e-09
25936,c:4200,Creative Commons,creativecommons.org,2001-01-01,CA,USA,Company,web,,2,internet,51 - 200,52,1000,0.000423837343894561
25937,c:42004,Ormat Technologies,ormat.com,1965-01-01,NV,USA,Company,cleantech,,2,renewables & environment,501 - 1000,413,1000,1.8412890770467397e-07
25938,c:42009,Quality Systems,qsii.com,1974-01-01,CA,USA,Company,biotech,11394037,1,computer software,201 - 500,83,1000,5.6787461612736e-08
25939,c:42015,DP,dp1.fr,2007-01-01,,FRA,Company,enterprise,,,marketing and advertising,501 - 1000,284,1,3.7433765583484705e-08
25940,c:42017,MobileTag,mobiletag.com,2006-01-01,,FRA,Company,mobile,29273200,2,marketing and advertising,11 - 50,7,50,9.33195067732353e-08
25941,c:42018,Upside Learning Solutions,upsidelearning.com,2004-04-01,,IND,Company,software,,1,e-learning,201 - 500,112,50,1.88394486181302e-07
25943,c:42022,Bitauto Holdings,bitauto.com,2000-01-01,,CHN,Company,ecommerce,15000000,,internet,501 - 1000,264,1000,2.24659246197075e-06
25944,c:42027,Mformation Technologies,mformation.com,1999-01-01,NJ,USA,Company,software,29312993,1,wireless,51 - 200,35,50,3.38929079845616e-08
25946,c:42034,Beyond.com,beyond.com,1998-01-01,PA,USA,Company,,13500000,1,human resources,11 - 50,7,50,1.37788251587236e-06
25947,c:42049,SuretyBonds.com,suretybonds.com,2009-05-01,MO,USA,Company,ecommerce,,,insurance,51 - 200,26,1,1.76903177854915e-07
25948,c:42053,Path,path.com,2010-11-01,CA,USA,Company,mobile,43339867,3,internet,11 - 50,22,1,1.82198129892072e-06
25949,c:42055,VivaReal,vivareal.com.br,2009-04-01,,BRA,Company,real_estate,20335000,2,internet,201 - 500,137,1,3.95148046329926e-07
25950,c:42056,Accellion,accellion.com,1999-01-01,CA,USA,Company,enterprise,13410901,3,computer software,51 - 200,73,50,2.7138709855158e-07
25951,c:42058,Main Sequence Technologies,pcrecruiter.net,1998-01-01,OH,USA,Company,software,,,computer software,51 - 200,46,1,8.40542120007972e-07
25953,c:42069,Tippr,tippr.com,2010-02-01,WA,USA,Company,ecommerce,,2,consumer services,11 - 50,11,1,7.60641268042437e-08
25954,c:42070,hostelworld.com,hostelworld.com,1999-01-01,,IRL,Company,,,,"leisure, travel & tourism",201 - 500,191,200,3.1675181527240797e-06
25955,c:42075,Simpli.fi,simpli.fi,2010-01-01,TX,USA,Company,advertising,22337902,2,marketing and advertising,201 - 500,180,50,4.91881743378618e-06
25956,c:42076,Nirvana Canada,nirvanacanada.com,2007-11-27,,CAN,Company,web,,2,marketing and advertising,51 - 200,29,50,9.307916228132131e-08
25957,c:42079,HireClix,hireclix.com,2010-02-15,,,Company,advertising,,,marketing and advertising,11 - 50,20,1,7.107875291163599e-08
25958,c:4209,Angie's List,angieslist.com,1995-01-01,IN,USA,Company,web,182600000,3,internet,1001 - 5000,696,1000,5.83484237357027e-05
25959,c:42094,Acclaim Games,acclaim.com,1997-12-24,,,Company,games_video,,1,computer games,1 - 10,3,1,1.01082423407911e-07
25960,c:421,Crowd Factory,crowdfactory.com,2009-01-01,CA,USA,Company,advertising,6500000,3,internet,11 - 50,6,1,3.94919970093293e-08
25962,c:42103,PeopleCube,peoplecube.com,1995-01-01,MA,USA,Company,software,17000000,1,computer software,11 - 50,14,50,3.13636025666156e-08
25963,c:42105,Kartaca,kartaca.com,2009-03-01,,TUR,Company,software,,,computer software,51 - 200,26,1,1.15660763185676e-08
25964,c:42106,Shazaaam!,shazaaam.com,2001-05-01,,,Company,public_relations,,,public relations and communications,11 - 50,7,1,7.3647277752023596e-09
25965,c:42109,FundScrip / Fundstream,fundscrip.com,2004-04-15,,CAN,Company,ecommerce,,1,fund-raising,1 - 10,1,50,1.10909725209883e-07
25966,c:42114,Advisor Websites,advisorwebsites.com,2002-01-01,,CAN,Company,ecommerce,,1,marketing and advertising,51 - 200,33,1,9.028456265433771e-07
25967,c:42115,Mediagrif Interactive Technologies,mediagrif.com,1996-01-05,,,Company,ecommerce,,1,information technology and services,201 - 500,168,200,3.86992566612795e-08
25968,c:42116,PositiveID,positiveidcorp.com,2009-11-10,FL,USA,Company,security,5233210,,medical devices,1 - 10,5,1,3.2532289451097e-08
25969,c:42123,Metatomix,metatomix.com,2000-01-01,MA,USA,Company,enterprise,27101994,1,computer software,11 - 50,6,1,3.49639246228031e-08
25970,c:42150,XMOS,xmos.com,2005-01-01,,GBR,Company,semiconductor,31190000,,semiconductors,51 - 200,32,50,4.3965850854185894e-07
25971,c:42152,Flumotion,flumotion.com,2006-06-01,,ESP,Company,software,,2,internet,11 - 50,9,1,6.55965328200597e-07
25972,c:42163,Certeon,certeon.com,2003-01-01,MA,USA,Company,software,19000000,1,computer networking,1 - 10,4,1,2.0568514295078798e-08
25973,c:42172,Spredfast,spredfast.com,2008-03-10,TX,USA,Company,enterprise,31600000,2,internet,501 - 1000,369,200,9.60504489732684e-06
25974,c:42177,Behave Media,behavemedia.com,2008-12-01,MA,USA,Company,advertising,,1,marketing and advertising,1 - 10,2,1,5.2516783191358e-09
25975,c:42178,Dorado Software,doradosoftware.com,1998-01-01,CA,USA,Company,software,,1,computer software,51 - 200,27,50,4.7137428549638394e-08
25976,c:42180,Cardpool,cardpool.com,2009-01-01,CA,USA,Company,web,,2,consumer goods,11 - 50,7,1,3.6421071653645795e-07
25977,c:42182,Concept Plus,conceptplus.ca,1999-08-01,,CAN,Company,advertising,,1,marketing and advertising,51 - 200,26,1,2.6967951853060097e-08
25978,c:42183,Sofmen,sofmen.com,2002-06-01,CA,USA,Company,consulting,,1,information technology and services,51 - 200,54,1,9.74983350195361e-09
25979,c:4219,Coupa Software,coupa.com,2006-01-01,CA,USA,Company,enterprise,49000000,4,computer software,1001 - 5000,538,1000,5.7897110758442e-07
25980,c:422,ThePort Network,theport.com,1999-05-01,GA,USA,Company,social,4600000,3,internet,1 - 10,1,50,1.45875939976829e-08
25982,c:4220,SquareTrade,squaretrade.com,1999-01-01,CA,USA,Company,hardware,247700000,3,internet,201 - 500,214,200,8.455928186466709e-07
25984,c:42200,Chariot Solutions,chariotsolutions.com,2002-06-01,PA,USA,Company,consulting,,1,information technology and services,51 - 200,28,50,3.6509299025507396e-07
25985,c:42204,Calspan Corporation,calspan.com,1972-01-01,NY,USA,Company,,,1,aviation & aerospace,201 - 500,114,50,1.47491424664926e-07
25986,c:42213,DayStar Technologies,daystartech.com,,CA,USA,Company,cleantech,,1,renewables & environment,11 - 50,13,50,1.65348030436391e-08
25987,c:42214,Yardi Systems,yardi.com,1984-01-01,CA,USA,Company,software,,,computer software,1001 - 5000,2257,5000,6.40594687958579e-07
25988,c:42219,Elitecore Technologies,elitecore.com,,MA,USA,Company,software,10300000,,telecommunications,1001 - 5000,592,500,4.31207363131026e-08
25989,c:4222,Student.com,student.com,1995-01-01,NY,USA,Company,web,,,internet,201 - 500,132,50,3.9423086601559e-07
25990,c:42223,ecoATM,ecoatm.com,2008-08-02,CA,USA,Company,cleantech,71400000,3,renewables & environment,201 - 500,167,200,8.25462611216893e-07
25991,c:42232,Eleutian Technology,eleutian.com,2006-01-01,WY,USA,Company,education,10000000,,e-learning,51 - 200,51,200,4.37067012216299e-08
25992,c:42233,TriTech Software Systems,tritech.com,1992-01-01,CA,USA,Company,software,,1,public safety,501 - 1000,346,500,1.8782423322872e-07
25993,c:42237,VoluBill,volubill.com,2001-01-01,,FRA,Company,software,29220000,1,telecommunications,11 - 50,18,1,1.32427041803784e-08
25994,c:42239,Sociomantic Labs,sociomantic.com,2009-01-01,,DEU,Company,ecommerce,,1,marketing and advertising,201 - 500,154,200,2.71378394931381e-06
25998,c:42242,Justinmind,justinmind.com,2007-01-01,CA,USA,Company,software,862000,,computer software,11 - 50,13,1,6.02373301597983e-07
25999,c:42248,Solidiance,solidiance.com,2006-10-31,,SGP,Company,other,,1,management consulting,201 - 500,97,50,7.270508358805621e-08
26000,c:42254,Vook,vook.com,2009-01-01,NY,USA,Company,enterprise,7750000,3,information technology and services,11 - 50,7,1,1.5480608092645302e-07
26001,c:42257,"NeoStrata Company, Inc.",neostrata.com,,NJ,USA,Company,web,,,pharmaceuticals,51 - 200,81,50,1.39547469637996e-07
26002,c:42275,ShiftPlanning,shiftplanning.com,2010-02-10,CA,USA,Company,software,1050000,3,human resources,11 - 50,13,1,1.69824565444835e-07
26004,c:42276,Live Nation Entertainment,livenation.com,2005-01-01,CA,USA,Company,games_video,,2,entertainment,1001 - 5000,1437,5000,1.34231106440703e-05
26005,c:42277,LiteScape Technologies,litescape.com,2003-01-01,CA,USA,Company,software,26500000,,computer software,11 - 50,7,1,2.1051970541831898e-08
26006,c:42278,Brijot Imaging Systems,brijot.com,2002-01-01,FL,USA,Company,software,14000000,,electrical/electronic manufacturing,11 - 50,6,1,1.7266441346703498e-08
26007,c:4228,ProcServe,procserve.com,2006-08-01,,GBR,Company,ecommerce,,2,information technology and services,11 - 50,8,50,3.25766358940024e-08
26008,c:42282,Overdrive,overdrive.com,1986-01-01,OH,USA,Company,software,,3,online media,201 - 500,188,200,6.85271397490501e-06
26009,c:42295,RPG Interactive services Pvt. Ltd.,rpgwebsolutions.com,,,IND,Company,software,,,information technology and services,1 - 10,0,1,3.77782292326644e-08
26010,c:42301,Mobile Content Networks,mcn-inc.com,,CA,USA,Company,mobile,6000000,,information technology and services,11 - 50,7,1,1.12278414090746e-08
26011,c:42306,Fallbrook Technologies,fallbrooktech.com,1998-01-01,CA,USA,Company,cleantech,136987897,1,mechanical or industrial engineering,51 - 200,55,50,1.35503954195461e-07
26012,c:42308,Gemvara,gemvara.com,2007-01-01,MA,USA,Company,ecommerce,45200000,3,luxury goods & jewelry,11 - 50,12,1,1.95541968049495e-07
26013,c:42314,Catch Media,catchmedia.com,2003-01-01,CA,USA,Company,web,3500000,1,computer software,11 - 50,16,1,3.04679269096354e-08
26014,c:42323,ACG,avalanchegroup.ca,2008-03-01,,,Company,public_relations,,,marketing and advertising,1 - 10,0,1,6.862759252412788e-09
26015,c:42327,Cherry Plus,cherryplus.com.br,,,BRA,Company,,,,internet,11 - 50,16,1,1.08050036526514e-08
26016,c:42331,Integrasco,integrasco.com,2004-04-26,,NOR,Company,software,,1,information technology and services,1 - 10,3,1,1.3660186979944501e-08
26017,c:42335,OYEZ!,oyez.fr,,,,Company,advertising,,1,information technology and services,51 - 200,31,1,2.83670869417413e-08
26019,c:42345,Education Development Center (EDC),edc.org,1958-01-01,MA,USA,Company,nonprofit,19600000,,research,1001 - 5000,2209,1000,1.46636541636309e-06
26020,c:4235,Mojiva,mojiva.com,2008-05-05,NY,USA,Company,mobile,45799999,4,wireless,11 - 50,13,1,1.83529933110393e-07
26022,c:42353,Tradeshift,tradeshift.com,2009-07-01,CA,USA,Company,software,24000000,2,information technology and services,501 - 1000,400,500,7.71656179544949e-07
26023,c:42359,Ziiva,ziiva.com,1998-01-01,VA,USA,Company,enterprise,,1,computer software,1 - 10,5,1,9.77663642048334e-09
26024,c:42365,SmartBear Software,smartbear.com,1999-01-01,MA,USA,Company,software,,3,computer software,501 - 1000,279,200,2.6569074569715e-06
26025,c:42374,Bricsnet,bricsnet.com,1986-01-01,CA,USA,Company,real_estate,23000000,,computer software,11 - 50,7,50,1.4654545546154199e-08
26026,c:42375,Arxan Technologies,arxan.com,2001-01-01,MD,USA,Company,security,13000000,1,computer software,51 - 200,79,50,4.85158017109435e-07
26027,c:42377,imec,imec.be,1982-01-01,,BEL,Company,semiconductor,,1,semiconductors,1001 - 5000,1598,1000,7.64324584690173e-07
26028,c:42380,Numericit,numericit.com,2008-09-01,FL,USA,Company,other,,1,information technology and services,1 - 10,5,1,2.06914049708599e-08
26029,c:42382,live365,live365.com,1999-08-01,CA,USA,Company,network_hosting,,1,internet,51 - 200,47,1,1.64746593411652e-06
26030,c:42383,Spreaker,spreaker.com,2009-11-01,CA,USA,Company,social,1007468,4,internet,51 - 200,55,1,9.48356072428222e-06
26031,c:42384,Zolo Technologies,zolotech.com,1999-01-01,CO,USA,Company,hardware,17500000,,oil & energy,11 - 50,21,1,9.30493439500631e-09
26032,c:42385,AirClic,airclic.com,1999-01-01,PA,USA,Company,mobile,27500000,1,computer software,51 - 200,26,50,1.81454996466476e-08
26033,c:42386,NGRAIN,ngrain.com,2000-01-01,,CAN,Company,software,21970000,2,computer software,11 - 50,15,50,3.93012735454706e-08
26034,c:42392,Unbounce,unbounce.com,2009-08-15,,CAN,Company,advertising,850000,1,marketing and advertising,201 - 500,129,50,3.52700231301935e-05
26036,c:42393,ExaDigm,exadigm.com,2000-01-01,CA,USA,Company,hardware,12000000,2,financial services,11 - 50,15,1,4.13802214818918e-08
26037,c:42397,Grid Dynamics,griddynamics.com,2006-01-01,CA,USA,Company,consulting,,1,information technology and services,501 - 1000,474,1000,1.86256963011654e-07
26038,c:424,Akamai Technologies,akamai.com,1998-08-01,MA,USA,Company,enterprise,,4,internet,5001 - 10000,4789,5000,2.0436880858615302e-05
26039,c:42408,Synopsys,synopsys.com,1986-01-01,CA,USA,Company,software,,1,computer software,10001+,6758,10000,3.95457877078304e-06
26040,c:42417,LBi Denmark,lbidenmark.com,,,,Company,public_relations,,,online media,1 - 10,1,1,9.37648199921071e-09
26041,c:42420,CareerBliss,careerbliss.com,2009-06-01,CA,USA,Company,other,,,internet,11 - 50,12,1,1.24576807151485e-06
26042,c:42425,Anthera Pharmaceuticals,anthera.com,2004-01-01,CA,USA,Company,biotech,31500000,2,pharmaceuticals,11 - 50,19,1,1.8621895739953e-08
26043,c:42426,ReNeuron Group,reneuron.com,,,GBR,Company,biotech,57530585,1,biotechnology,51 - 200,50,50,6.089965527113901e-08
26044,c:42428,Guinness World Records,guinnessworldrecords.com,,,GBR,Company,games_video,,1,media production,201 - 500,197,1,5.94379540257018e-06
26045,c:42430,Danube,danube.com,,OR,USA,Company,software,,,computer software,11 - 50,11,1,1.02684552587268e-07
26046,c:42431,72andSunny,72andsunny.com,,CA,USA,Company,advertising,,,marketing and advertising,1001 - 5000,693,1,3.62223524751364e-07
26047,c:42433,HistoSonics,histosonics.com,2009-01-01,MI,USA,Company,biotech,22126214,,medical devices,11 - 50,18,1,1.0143856642838101e-08
26048,c:42434,C5 Insight,c5insight.com,,NC,USA,Company,consulting,,1,management consulting,11 - 50,7,1,8.962613122420849e-08
26049,c:42436,TravelGround,travelground.com,2008-01-01,,ZAF,Company,ecommerce,,2,information technology and services,11 - 50,14,50,1.96515875431662e-07
26050,c:42440,Achieve3000,achieve3000.com,2000-01-01,NJ,USA,Company,,9000000,1,computer software,501 - 1000,281,500,3.84303885029911e-07
26051,c:42442,Wisers Information Limited,wisers.com,1998-01-01,,HKG,Company,enterprise,,,information technology and services,201 - 500,128,500,1.072377320322e-07
26052,c:42444,SocialMetrix,socialmetrix.com,2008-01-01,,ARG,Company,web,,1,information technology and services,1 - 10,3,50,5.7924236714355e-08
26053,c:42445,SecureOne Data Solutions,secure1data.com,1978-01-01,NY,USA,Company,other,12000000,,computer hardware,1 - 10,1,200,2.8417424052041696e-08
26054,c:42446,HubCast,hubcast.com,2007-01-01,MA,USA,Company,enterprise,12400000,1,printing,1 - 10,2,1,3.07929289429186e-08
26055,c:42447,M-SIX,m-six.com,,,,Company,software,1000000,,computer software,11 - 50,13,1,9.10837155976199e-09
26056,c:4245,Switch and Data,switchanddata.com,1998-01-01,FL,USA,Company,network_hosting,,1,internet,11 - 50,19,200,3.94401697288286e-08
26057,c:42451,Akustica,akustica.com,2001-01-01,PA,USA,Company,semiconductor,27000000,1,semiconductors,51 - 200,30,50,2.28491186092181e-08
26058,c:42453,Didiom,didiom.com,2005-05-01,NY,USA,Company,mobile,,1,wireless,1 - 10,0,1,1.6803851349942403e-08
26061,c:42454,Marathon Technologies,marathontechnologies.com,1993-01-01,MA,USA,Company,software,12000000,,computer software,11 - 50,10,1,4.7885332566382e-08
26062,c:42468,Archive Systems,archivesystems.com,1991-01-01,NJ,USA,Company,other,12500000,1,information technology and services,1 - 10,3,200,2.83453691251569e-08
26063,c:4247,UnitedLayer,unitedlayer.com,2001-01-01,CA,USA,Company,network_hosting,,1,information technology and services,11 - 50,25,1,7.69073931685217e-08
26064,c:42476,mydala,mydala.com,2009-11-01,,IND,Company,ecommerce,6000000,,internet,201 - 500,73,50,1.72603557476187e-07
26066,c:42477,DealsAndYou,dealsandyou.com,2010-01-01,,IND,Company,web,18500000,2,information technology and services,51 - 200,29,200,5.1853949456588e-08
26067,c:42482,InkSure Technologies,inksure.com,,PA,USA,Company,security,,,information technology and services,11 - 50,7,1,8.701506818995029e-09
26068,c:42484,Market Force Information,marketforce.com,2005-01-01,CO,USA,Company,analytics,47000000,2,market research,501 - 1000,452,500,1.08972898857167e-06
26069,c:42493,Tracsion Inc.,tracsion.com,2010-01-03,,,Company,advertising,,,internet,1 - 10,3,1,1.62488233471925e-08
26070,c:42495,Rocksteady Studios,rocksteadyltd.com,,,GBR,Company,games_video,,,computer games,201 - 500,115,50,1.71226152606041e-07
26071,c:425,Dropbox,dropbox.com,2007-06-01,CA,USA,Company,software,257200000,4,internet,1001 - 5000,1600,1000,0.000215276657085053
26072,c:42502,Cephalon,cephalon.com,,PA,USA,Company,biotech,,2,biotechnology,1 - 10,5,1000,9.74224106042855e-08
26073,c:42512,RoundPegg,roundpegg.com,2009-05-14,CO,USA,Company,software,4323042,2,computer software,1 - 10,2,1,7.684253358986339e-08
26075,c:42513,LoudCloud Systems,loudcloudsystems.com,2010-01-01,TX,USA,Company,analytics,10999990,1,computer software,51 - 200,40,1,3.8119462542407296e-08
26076,c:42520,SHEQAfrica.com,sheqafrica.com,2007-06-01,,,Company,other,,,marketing and advertising,1 - 10,0,1,9.36235958005443e-09
